Cor ou raça,Sexo,"Nos últimos doze meses, alguém: Te ofendeu, humilhou ou ridicularizou na frente de outras pessoas?","Nos últimos doze meses, alguém: Gritou com você ou te xingou?","Nos últimos doze meses, alguém: Usou redes sociais ou celular para ameaçar, ofender, xingar ou expor imagens suas sem o seu consentimento? ","Nos últimos doze meses, alguém: Te ameaçou de ferir ou machucar alguém importante para você?","Nos últimos doze meses, alguém: Destruiu alguma coisa sua de propósito?","V003 Nos últimos doze meses, quantas vezes isso aconteceu com você?","Quem fez isso com você? (Se mais de uma pessoa, defina o pirncipal agressor)",V007 Onde isso ocorreu?,"Nos últimos doze meses, alguém: Te deu um tapa ou uma bofetada?","Nos últimos doze meses, alguém: Te empurrou, segurou com força ou jogou algo em você com a intenção de machucar?","Nos últimos doze meses, alguém: Te deu um soco, chutou ou arrastou pelo cabelo?","Nos últimos doze meses, alguém: Tentou ou efetivamente estrangulou, asfixiou ou te queimou de propósito?","Nos últimos doze meses, alguém: Te ameaçou ou feriu com uma faca, arma de fogo ou alguma outra arma ou objeto?","V015 Nos últimos doze meses, quantas vezes isso aconteceu?",V018 Quem fez isso com você,V019 Onde isso ocorreu?,"Nos últimos doze meses, alguém: tocou, manipulou, beijou ou expôs partes do seu corpo contra sua vontade","Nos últimos doze meses, alguém: Te ameaçou ou forçou a ter relações sexuais ou quaisquer outros atos sexuais contra sua vontade?"," E alguma vez na vida, alguém: tocou, manipulou, beijou ou expôs partes do seu corpo contra sua vontade","E alguma vez na vida, alguém: Te ameaçou ou forçou a ter relações sexuais ou quaisquer outros atos sexuais contra sua vontade?","V029 Nos últimos doze meses, quantas vezes isso aconteceu?",V032 Quem fez isso com você, V033 Onde isso ocorreu?,"Nos últimos doze meses, você deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.) por causa desse ato","Esse(s) ato(s) sexual(is) forçado(s) gerou(aram) alguma consequência para sua saúde, tais como: Medo, tristeza, desânimo, dificuldade para dormir, ansiedade, depressão ou outras consequências psicológicas? ","Esse(s) ato(s) sexual(is) forçado(s) gerou(aram) alguma consequência para sua saúde, tais como: Doença sexualmente transmissível ou gravidez indesejada?","Por causa desta (s) consequência (s), você procurou algum atendimento de saúde","Por causa desta (s) consequência (s), você recebeu algum atendimento de saúde","Por causa desta (s) consequência (s), você precisou ser internado por 24 horas ou mais"
Preta,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,"Parceiro (a), namorado (a), ex-parceiro (a), ex-namorado (a)  ",Residência,Não,Sim,Não,Não,Não,Uma vez,"Parceiro (a), namorado (a), ex-parceiro (a), ex-namorado (a",Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Não,Não,Algumas vezes,"Pai, mãe, padrasto ou madrasta",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Homem,Não,Sim,Não,Não,Não,Algumas vezes,Outro parente,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Homem,Não,Sim,Não,Não,Não,Uma vez,Outro parente,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Indígena,Homem,Sim,Sim,Sim,Sim,Não,Algumas vezes,Pessoa desconhecida,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Mulher,Sim,Sim,Não,Não,Não,Muitas vezes,"Amigo(a)/colega, vizinho(a)",Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Sim,Sim,Não,Uma vez,Irmão(ã),Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Homem,Sim,Sim,Não,Não,Sim,Uma vez,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,Outro ,Trabalho,Não,Não,Não,Não,Sim,Uma vez,Outro,Trabalho,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,Não,,
Parda ,Homem,Sim,Sim,Não,Sim,Não,Uma vez,Pessoa desconhecida,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Não,Não,Não,Uma vez,Irmão(ã),Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Não,Não,Não,Não,Muitas vezes,Pessoa desconhecida,"Bar, restaurante ou similar",Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Não,Não,Não,Sim,Não,Uma vez,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Não,Não,Sim,Muitas vezes,"Filho(a), enteado(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Sim,Sim,Não
Parda ,Mulher,Sim,Sim,Não,Não,Sim,Muitas vezes,Ex-Cônjuge ou ex-companheiro (a),Residência,Sim,Sim,Sim,Não,Sim,Muitas vezes,Ex-Cônjuge ou ex-companheiro (a),Residência,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Parda ,Mulher,Não,Não,Não,Sim,Não,Uma vez,Pessoa desconhecida,"Bar, restaurante ou similar",Não,Não,Não,Não,Sim,Uma vez,Pessoa desconhecida,"Bar, restaurante ou similar",Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Sim,Sim,Não,Muitas vezes,Pessoa desconhecida,Trabalho,Sim,Sim,Não,Não,Sim,Algumas vezes,Pessoa desconhecida,Trabalho,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Homem,Sim,Sim,Não,Não,Não,Uma vez,Patrão/patroa/chefe,Trabalho,Não,Sim,Não,Não,Não,Uma vez,Patrão/patroa/chefe(a) ,Trabalho,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Muitas vezes,Outro parente,Via pública ou outro local público,Não,Sim,Não,Não,Não,Muitas vezes,Outro parente,Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Não,Não,Não,Não,Uma vez,Empregado (a) em geral ,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Sim,Não,Sim,Algumas vezes,Cônjuge ou companheiro (a) ,Residência,Não,Sim,Não,Não,Não,Algumas vezes,Cônjuge ou companheiro (a),Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Algumas vezes,Outro ,"Escola, faculdade ou outro estabelecimento de ensino",Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Parda ,Mulher,Não,Sim,Não,Não,Não,Uma vez,Irmão(ã),Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Sim,Não,Sim,Não,Algumas vezes,Outro parente,Via pública ou outro local público,Não,Sim,Não,Não,Não,Uma vez,Outro parente,Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Homem,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,,,,,,
Parda ,Homem,Sim,Sim,Não,Sim,Não,Algumas vezes,Outro parente,Via pública ou outro local público,Não,Sim,Não,Não,Não,Uma vez,Outro parente,Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Homem,Não,Sim,Não,Não,Sim,Algumas vezes,"Amigo(a)/colega, vizinho(a)","Bar, restaurante ou similar",Não,Sim,Não,Não,Não,Algumas vezes,"Amigo(a)/colega, vizinho(a)","Bar, restaurante ou similar",Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Homem,Não,Não,Não,Não,Sim,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Sim,Sim,Não,Muitas vezes,Cônjuge ou companheiro (a) ,"Bar, restaurante ou similar",Sim,Sim,Sim,Sim,Sim,Muitas vezes,Cônjuge ou companheiro (a),"Bar, restaurante ou similar",Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Sim,Sim,Não
Preta,Homem,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não,Uma vez,Pessoa desconhecida,Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Mulher,Sim,Sim,Não,Não,Não,Muitas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Sim,Não,Não,Sim,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Não,Não,Muitas vezes,"Filho(a), enteado(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Mulher,Não,Sim,Não,Não,Não,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Mulher,Sim,Sim,Não,Sim,Sim,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Mulher,Não,Sim,Não,Não,Não,Uma vez,Pessoa desconhecida,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,,,,,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Uma vez,"Filho(a), enteado(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Sim,Não,Não,Não,Uma vez,Outro parente,Residência,Sim,Sim,Sim,Não,Não,Uma vez,Outro parente,Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Homem,Sim,Sim,Não,Não,Não,Muitas vezes,Pessoa desconhecida,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Não,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Mulher,Não,Sim,Não,Não,Não,Algumas vezes,Irmão(ã),Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Sim,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Sim,Sim,Sim,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Mulher,Não,Sim,Não,Não,Não,Uma vez,Outro parente,Internet/Redes Sociais/Celular,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Não,Não,Não,Não,Uma vez,Irmão(ã),Residência,Sim,Não,Não,Não,Não,Uma vez,Irmão(ã),Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Homem,Sim,Sim,Não,Não,Não,Muitas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Homem,Não,Não,Não,Sim,Não,Uma vez,Pessoa desconhecida,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Homem,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Sim,Uma vez,Pessoa desconhecida,Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Homem,Sim,Sim,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Não,Não,Sim,Não,Algumas vezes,Cônjuge ou companheiro (a) ,"Bar, restaurante ou similar",Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Homem,Sim,Sim,Não,Não,Não,Uma vez,Outro parente,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Mulher,Sim,Sim,Sim,Não,Não,Algumas vezes,Ex-Cônjuge ou ex-companheiro (a),Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Indígena,Homem,Sim,Não,Não,Sim,Não,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Sim,Uma vez,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Mulher,Não,Sim,Sim,Sim,Sim,Muitas vezes,Cônjuge ou companheiro (a) ,Residência,Sim,Sim,Sim,Sim,Não,Muitas vezes,Cônjuge ou companheiro (a),Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Não,,Não,,
Branca,Homem,Não,Não,Não,Sim,Não,Uma vez,"Parceiro (a), namorado (a), ex-parceiro (a), ex-namorado (a)  ",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Não,,,,
Parda ,Mulher,Não,Sim,Não,Não,Não,Algumas vezes,Outro parente,Residência,Não,Sim,Sim,Não,Não,Algumas vezes,Outro parente,Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Homem,Sim,Sim,Não,Não,Não,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Não,Não,Não,Não,Algumas vezes,Outro ,Outro ,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Homem,Sim,Não,Não,Não,Não,Uma vez,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Homem,Sim,Sim,Não,Sim,Não,Algumas vezes,"Filho(a), enteado(a)",Residência,Não,Não,Não,Não,Sim,Uma vez,"Filho(a), enteado(a",Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Parda ,Homem,Sim,Sim,Não,Sim,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Sim,Não,Sim,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Sim,Sim,Não
Preta,Homem,Sim,Sim,Não,Sim,Não,Algumas vezes,Pessoa desconhecida,Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Preta,Mulher,Sim,Sim,Não,Não,Não,Algumas vezes,Patrão/patroa/chefe,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Branca,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Preta,Homem,Não,Não,Não,Sim,Não,Muitas vezes,Outro ,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Branca,Mulher,Sim,Sim,Não,Sim,Não,Algumas vezes,"Parceiro (a), namorado (a), ex-parceiro (a), ex-namorado (a)  ",Residência,Sim,Sim,Sim,Sim,Sim,Algumas vezes,"Pai, mãe, padrasto ou madrasta",Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Sim,Não,Algumas vezes,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Parda ,Mulher,Sim,Não,Não,Não,Não,Uma vez,Empregado (a) em geral ,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Parda ,Mulher,Não,Sim,Não,Sim,Não,Muitas vezes,"Pai, mãe, padrasto ou madrasta",Residência,Sim,Sim,Sim,Sim,Não,Muitas vezes,"Pai, mãe, padrasto ou madrasta",Residência,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,Sim,Sim,,Sim,Sim,Não
Preta,Mulher,Sim,Sim,Sim,Sim,Não,Uma vez,Pessoa desconhecida,Via pública ou outro local público,Sim,Não,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Indígena,Mulher,Sim,Sim,Não,Sim,Sim,Muitas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Não,Não,Algumas vezes,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Preta,Mulher,Sim,Sim,Sim,Sim,Não,Uma vez,Pessoa desconhecida,Internet/Redes Sociais/Celular,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Mulher,Sim,Não,Não,Não,Não,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Parda ,Homem,Sim,Sim,Não,Não,Não,Uma vez,Pessoa desconhecida,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Branca,Homem,Sim,Sim,Não,Não,Não,Uma vez,Irmão(ã),Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Não,,,,
Parda ,Mulher,Sim,Não,Sim,Sim,Sim,Algumas vezes,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Sim,Sim,Não
Parda ,Mulher,Não,Sim,Sim,Sim,Não,Algumas vezes,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Sim,,Sim,Sim,Não
Branca,Mulher,Não,Sim,Não,Não,Não,Uma vez,Outro parente,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Sim,Sim,,, Uma vez,Outro,Outro ,Não,Não,Não,,,
Preta,Homem,Sim,Sim,Não,Não,Não,Muitas vezes,"Amigo(a)/colega, vizinho(a)",Via pública ou outro local público,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Sim,Sim,,Não,,
Parda ,Mulher,Sim,Sim,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Sim,Não,Não,Não,Não,Algumas vezes,Pessoa desconhecida,Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Sim,Não sofreu,Não sofreu,,,,,,,
Parda ,Mulher,Não,Sim,Não,Não,Não,Algumas vezes,"Filho(a), enteado(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Não,Não,Não,Não,Algumas vezes,Ex-Cônjuge ou ex-companheiro (a),Residência,Sim,Não,Não,Não,Não,Algumas vezes,Ex-Cônjuge ou ex-companheiro (a),Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Mulher,Não,Sim,Não,Não,Não,Algumas vezes,Cônjuge ou companheiro (a) ,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Sim,Sim,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Preta,Homem,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Sim,Não,Não,Não,Não,Uma vez,"Parceiro (a), namorado (a), ex-parceiro (a), ex-namorado (a",Residência,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Não,Sim,Não,Não,Não,Muitas vezes,Cônjuge ou companheiro (a) ,Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Sim,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Não,Não,Não,Não,Sim,Uma vez,"Amigo(a)/colega, vizinho(a)",Residência,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
Parda ,Homem,Não,Sim,Não,Não,Não,Uma vez,"Amigo(a)/colega, vizinho(a)",Trabalho,Não,Não,Não,Não,Não,Não sofreu,Não sofreu,Não sofreu,Não,Não,Não,Não,Não sofreu,Não sofreu,,Não,Não,,,,
